Sponsor Name,Site Name,County,Street,City,Zip Code,Start Date,End Date,Meals,Days,Time,ContactPhone,Email,Notes
South Bend Community School Corp,Nuner Fine Arts Academy,Saint Joseph,2716 Pleasant St.,South Bend,46615,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,,
South Bend Community School Corp,Rise Up Academy,Saint Joseph,740 N Eddy St,South Bend,46617,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,klistenberger@sbcsc.k12.in.us,
South Bend Community School Corp,Marquette Montessori School,Saint Joseph,1818 Bergan Street.,South Bend,46628,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,,
South Bend Community School Corp,Muessel Elementary School,Saint Joseph,1021 Blaine St,South Bend,46628,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,klipkin@sbcsc.k12.in.us,
South Bend Community School Corp,Tarkington Elementary School,Saint Joseph,3414 Helper Rd.,South Bend,46635,3/17/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-3611,mliddell@sbcsc.k12.in.us,
South Bend Community School Corp,Clay International Academy,Saint Joseph,52900 Lily Road,South Bend,46637,3/25/2020,8/10/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(574) 393-6060,,
Union-North United School Corp,LaVille Elementary School,Saint Joseph,12645 Tyler Road,Lakeville,46536-9733,3/18/2020,4/9/2020,Brk Lun,Contact school for more information,Contact school for more information,(574) 784-2311,chanson@unorth.k12.in.us,School Webpage with Meal Info
Union-North United School Corp,LaVille Jr/Sr. High School,Saint Joseph,69969 US 31 South,Lakeville,46536-9733,3/18/2020,4/9/2020,Brk Lun,Contact school for more information,Contact school for more information,(574) 784-2311,chanson@unorth.k12.in.us,School Webpage with Meal Info
Penn-Harris-Madison School Corp,Disney Playground,Saint Joseph,4015 N. Filbert Road,Mishawaka,46545-4072,3/16/2020,4/9/2020,Brk Sup,MTWRF,05:00 PM to 07:00 PM,(574) 254-2814,,
Career Academy,Success Academy,Saint Joseph,3408 Ardmore Trail,South Bend,46628-1301,3/17/2020,5/29/2020,Brk Lun,TR,11:00 AM to 12:00 PM,(574) 288-3527,siobhan.carey@compass-usa.com,School Webpage with Meal Info
Scott Co School Dist #1,Austin High School,Scott,401 S Highway 31,Austin,47102,3/16/2020,5/22/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 794-8730,sceria.shouse@scsd1.com,School Webpage with Meal Info
Scott County School Dist #2,Lexington Elementary,Scott,7980 East Walnut Street,Lexington,47138,3/16/2020,6/5/2020,Brk Lun ,MTWRF,11:00 AM to 12:00 PM,(812) 752-8921,jshanklin@scsd2.k12.in.us,
Scott County School Dist #2,Scottsburg Elementary,Scott,49 N Hyland Street,Scottsburg,47170,3/16/2020,6/5/2020,Brk Lun ,MTWRF,11:00 AM to 12:00 PM,(812) 752-8922,tarnold@scsd2.k12.in.us,
Scott County School Dist #2,Scottsburg Senior High,Scott,500 S Gardner ST,Scottsburg,47170,3/16/2020,6/5/2020,Brk Lun ,MTWRF,11:00 AM to 12:00 PM,(812) 752-8927,vjohnson@scsd.12k.in.us,
Scott County School Dist #2,Vienna-Finley Elementary,Scott,445 W Ivan Rogers Rd,Scottsburg,47170,3/16/2020,6/5/2020,Brk Lun ,MTWRF,11:00 AM to 12:00 PM,(812) 752-8925,papplegate@scsd2.k12.in.us,
Scott County School Dist #2,Scottsburg Middle School,Scott,375 E. McClain Avenue,Scottsburg,47170-7431,3/16/2020,8/12/2020,Brk Lun ,MTWRF,11:00 AM to 12:00 PM,(812) 752-8921,shart@scsd2.k12.in.us,
Shelby Eastern Schools,Morristown Jr.-Sr. High School,Shelby,223 Patterson st,Morristown,46161,3/30/2020,7/24/2020,Brk Lun,TS,12:00 PM to 01:00 PM,(765) 763-1221,rbishop@ses.k12.in.us,
Shelbyville Central Schools,Coulston Elementary School,Shelby,121 Knightstown Rd.,Shelbyville,46176,3/30/2020,5/20/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 398-3185,npkoenig@shelbycs.org,
Shelbyville Central Schools,Loper Elementary School,Shelby,901 Loper Drive,Shelbyville,46176,3/30/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 398-9725,npkoenig@shelbycs.org,
Shelbyville Central Schools,Mobile Bus Route 1,Shelby,1121 E. State Rd. 44,Shelbyville,46176,3/30/2020,5/20/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 398-9731,mlcampton@shelbycs.org,Delivery instead of on-site pickup
Shelbyville Central Schools,T.A. Hendricks Elementary School,Shelby,1111 St Joseph Street,Shelbyville,46176,3/30/2020,5/20/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 398-9731,npkoenig@shelbycs.org,
Shelbyville Central Schools,Shelbyville Senior High,Shelby,2003 South Miller Street,Shelbyville,46176-3235,3/30/2020,6/12/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 398-9731,npkoenig@shelbycs.org,
Shelby Eastern Schools,Waldron Jr.-Sr. High School,Shelby,102 N East St.,Waldron,46182-0117,3/16/2020,7/24/2020,Brk Lun,TF,12:00 PM to 01:00 PM,(317) 525-1367,brourke@ses.k12.in.us,
North Spencer County School Corp,David Turnham Ed Center,Spencer,105 South Dunn,Dale,10998,3/30/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 937-2400,mwaninger@nspencer.k12.in.us,School Webpage with Meal Info
North Spencer County School Corp,Nancy Hanks Elementary School,Spencer,19260 N State Road 162,Ferdinand,11007,3/30/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 937-2400,mwaninger@nspencer.k12.in.us,School Webpage with Meal Info
North Spencer County School Corp,Lincoln Trail Elementary School,Spencer,13726 N State Road 245,Lamar,11025,3/30/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 937-2400,mwaninger@nspencer.k12.in.us,School Webpage with Meal Info
North Spencer County School Corp,Heritage Hills High School,Spencer,"3644 E CR 1600 N, Hwy 162",Lincoln City,11027,3/30/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 937-2400,mwaninger@nspencer.k12.in.us,School Webpage with Meal Info
North Spencer County School Corp,Chrisney Elementary School,Spencer,311 North Church Street,Chrisney,11086,3/30/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 937-2400,mwaninger@nspencer.k12.in.us,School Webpage with Meal Info
South Spencer Co School Corp,Luce Elementary,Spencer,1057 N Cr 700 W,Rockport,47634,3/23/2020,5/29/2020,Brk Lun,MTWRF,10:45 AM to 12:00 PM,(812) 649-4801,jane.jaggers@sspencer.k12.in.us,
South Spencer Co School Corp,Rockport Elementary,Spencer,200 S 6th Street,Rockport,47635-9135,3/23/2020,5/29/2020,Brk Lun,MTWRF,10:45 AM to 12:00 PM,(812) 649-4801,jane.jaggers@sspencer.k12.in.us,
Oregon-Davis School Corp,Mobile Route 1,Starke,5998 N 750 E,Hamlet,46532,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(574) 867-4561,jmesser@od.k12.in.us,Delivery instead of on-site pickup
Oregon-Davis School Corp,Oregon-Davis Elementary,Starke,5860 N 750 E,Hamlet,46532,3/17/2020,7/31/2020,Lun,MTWRF,11:00 AM to 12:00 PM,(574) 867-4561,jmesser@od.k12.in.us,
Knox Community School Corp,Knox Middle School,Starke,901 S Main St,Knox,46534,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(574) 772-1629,kbaker@knox.k12.in.us,
North Judson-San Pierre Schools,North Judson-San Pierre Elementary,Starke,809 W Talmer Ave,North Judson,46366-1359,3/18/2020,4/9/2020,Brk Lun,MTWRF,11:00 AM to 11:45 AM,(574) 896-3493,NFort@njsp.k12.in.us,
MSD of Steuben County,Angola Middle School,Steuben,1350 E Maumee,Angola,46703,3/17/2020,5/28/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(260) 665-2854,shaynes-clifford@msdsc.us,
MSD of Steuben County,Carlin Park Elementary,Steuben,800 North Williams,Angola,46703-1957,3/17/2020,5/28/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(260) 665-2854,shaynes-clifford@msdsc.us,
MSD of Steuben County,Hendry Park Elementary,Steuben,805 South Washington,Angola,46703-1957,3/17/2020,5/28/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(260) 665-2854,shaynes-clifford@msdsc.us,
Fremont Community Schools,Fremont Elementary School,Steuben,501 West Toledo St.,Fremont,46737-7606,3/30/2020,5/29/2020,Brk Lun,M,11:00 AM to 01:00 PM,(260) 495-1906,TW@fcs.k12.in.us,
MSD of Steuben County,Pleasant Lake Elementary,Steuben,1205 W. Main,Pleasant Lake,46779-1957,3/17/2020,5/28/2020,Brk Lun,SMTWRFS,11:00 AM to 12:00 PM,(260) 665-2854,shaynes-clifford@msdsc.us,
Southwest (Sullivan) School Corp,Carlisle Elem.-Jr. High School,Sullivan,204 W Eaton,Carlisle,11313,3/30/2020,5/1/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 298-5218,mary.arnett@sodexo.com,School Webpage with Meal Info
Northeast (Sullivan) School Corporation,Northeast North Elementary School,Sullivan,417 West Main St,Farmersburg,11325,3/17/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 397-5390,woodardne@nesc.k12.in.us,School Webpage with Meal Info
Northeast (Sullivan) School Corporation,Northeast East Elementary School,Sullivan,502 N Vine Street,Hymera,11330,3/17/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 397-5390,woodardne@nesc.k12.in.us,School Webpage with Meal Info
Northeast (Sullivan) School Corporation,Northeast Corp/Admin Office,Sullivan,620 N Washington,Shelburn,11354,3/17/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 397-5390,woodardne@nesc.k12.in.us,School Webpage with Meal Info
Southwest (Sullivan) School Corp,Sullivan Elementary School,Sullivan,351 W Frakes,Sullivan,11357,3/30/2020,5/1/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 298-5218,mary.arnett@sodexo.com,School Webpage with Meal Info
Southwest (Sullivan) School Corp,Sullivan High School,Sullivan,902 N Section St,Sullivan,11357,3/30/2020,5/1/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(812) 298-5218,mary.arnett@sodexo.com,School Webpage with Meal Info
Dugger Union Community School Corp,Dugger Union Community School,Sullivan,7356 E Co Rd 50 S,Dugger,47848-8033,3/17/2020,4/3/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 648-7109,shall@duggerunionschools.org,School Webpage with Meal Info
Lafayette School Corporation,Sunnyside Intermediate School,Tippecanoe,530 N 26th Street,Lafayette,47904,3/20/2020,7/31/2020,Brk Lun,MTWRF,10:00 AM to 12:00 PM,(765) 771-6000,smanion@lsc.k12.in.us,
Lafayette School Corporation,Tecumseh Junior High School,Tippecanoe,2101 S 18th St,Lafayette,47904,3/20/2020,7/31/2020,Brk Lun,MTWRF,10:00 AM to 12:00 PM,(765) 772-4750,,
Lafayette School Corporation,Thomas Miller Elementary School,Tippecanoe,700 South 4th Street,Lafayette,47904,3/20/2020,7/31/2020,Brk Lun,MTWRF,10:00 AM to 12:00 PM,(765) 771-6019,SCOTT.HOWARD@COMPASS-USA.COM,
Lafayette School Corporation,Glen Acres Elementary School,Tippecanoe,3767 Kimberly Drive,Lafayette,47905,3/20/2020,7/31/2020,Brk Lun,MTWRF,10:00 AM to 12:00 PM,(765) 771-6019,scott.howard@compass-usa.com,
Tippecanoe School Corporation,Point West,Tippecanoe,2719 Klondike Road,West Lafayette,47906,3/23/2020,4/10/2020,Lun,M,12:00 PM to 1:00 PM,765-269-8435,srslickers@tsc.k12.in.us,School Webpage with Meal Info
Tippecanoe School Corporation,Romney Meadows,Tippecanoe,2905 Westchester Lane W,Lafayette,47909,3/23/2020,4/10/2020,Lun,M,12:00 PM to 1:00 PM,765-269-8435,srslickers@tsc.k12.in.us,School Webpage with Meal Info
Union County/College Corner Joint School District,Union Elementary School,Union,230 Ramsey Street,College Corner,45003,3/24/2020,7/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(765) 732-3183,kolby.patterson@uc.k12.in.us,
Union County/College Corner Joint School District,Union County High School,Union,410 Patriot Blvd.,Liberty,47353-1203,3/24/2020,7/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(765) 458-5136,rayetta.gilkey-mervin@uc.K12.in.us,
Evansville-Vanderburgh Schools,Cedar Hall Community School,Vanderburgh,2100 N. Fulton Avenue,Evansville,47710,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8372,Donna.Weber@evsck12.com,
Evansville-Vanderburgh Schools,Delaware Elementary School,Vanderburgh,"700 N, Garvin",Evansville,47711,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8596,"bonnie,bradley@evsck12.com",
Evansville-Vanderburgh Schools,Evans Middle School,Vanderburgh,2727 Evans Ave,Evansville,47711,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8609,linda.frenz@evsck12.com,
Evansville-Vanderburgh Schools,Stringtown Elementary School,Vanderburgh,4720 Stringtown Road,Evansville,47711,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8595,julierexing@evsck12.com,
Evansville-Vanderburgh Schools,Vogel Elementary School,Vanderburgh,1500 Oak Hill Road,Evansville,47711,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 469-5087,teresawohlhueter@evsck12.com,
Evansville-Vanderburgh Schools,Tekoppel Elementary School,Vanderburgh,111 N. Tekoppel Avenue,Evansville,47712,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8608,terri.goldman@evsck12.com,
Evansville-Vanderburgh Schools,Lincoln Elementary School,Vanderburgh,635 Lincoln Avenue,Evansville,47713,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8598,jeffreyyork@evsck12.com,
Evansville-Vanderburgh Schools,Dexter Elementary School,Vanderburgh,917 S. Dexter,Evansville,47714,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 469-5081,lenaweatherford@evsck12.com,
Evansville-Vanderburgh Schools,Glenwood Leadership Academy,Vanderburgh,901 Sweetser Avenue,Evansville,47714,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 435-8610,brandie.jones@evsck12.com,
Evansville-Vanderburgh Schools,Harper Elementary School,Vanderburgh,21 S Alvord,Evansville,47714,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 469-5083,sharon.friday@evsck12.com,
Evansville-Vanderburgh Schools,Hebron Elementary School,Vanderburgh,4400 Bellemeade,Evansville,47714,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 469-5084,lavonda.gibson@evsck12.com,
Evansville-Vanderburgh Schools,Lodge Elementary School,Vanderburgh,2000 Lodge Avenue,Evansville,47714,3/17/2020,5/1/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(812) 469-5085,toni.giefer@evsck12.com,
Evansville-Vanderburgh Schools,Caze Elementary School,Vanderburgh,2013 S. Green River,Evansville,47715,3/17/2020,5/1/2020,Brk Lun,MWF,11:30 AM to 12:30 PM,(812) 469-5080,lisa.shutt@evsck12.com,
North Vermillion Community School Corporation,North Vermillion Elementary,Vermillion,5585 Falcon Dr,Cayuga,11403,3/30/2020,5/22/2020,Brk Lun,MTWRF,Contact school for more information,(765) 492-5411,chnale@nvc.k12.in.us,School Webpage with Meal Info
North Vermillion Community School Corporation,North Vermillion High School,Vermillion,5555 Falcon Dr,Cayuga,11403,3/30/2020,5/22/2020,Brk Lun,MTWRF,Contact school for more information,(765) 492-5411,chnale@nvc.k12.in.us,School Webpage with Meal Info
Vigo County School Corp,Terre Haute South Vigo High School,Vigo,3737 South 7th street,Terre Haute,47802,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 462-4252,amm3@vigoschools.org,
Vigo County School Corp,Camp Navigate,Vigo,3000 College Ave,Terre haute,47803,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 229-3214,,
Vigo County School Corp,Terre Haute North Vigo High School,Vigo,3434 Maple Ave,Terre Haute,47804,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 462-4312,tls@vigoschools.org,
Vigo County School Corp,Ryves Hall,Vigo,1356 Locust Ave,Terre Haute,47807,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 235-1265,,
Vigo County School Corp,Terre Haute Boys and Girls Club,Vigo,924 N 13th Stree,Terre Haute,47807,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 232-2040,,
Vigo County School Corp,Vigo County Public Library,Vigo,1 Library Square,Terre Haute,47807,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 232-1113,,
Vigo County School Corp,West Vigo Elementary School,Vigo,501 Olive,West Terre Haute,47885,3/16/2020,4/6/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(812) 462-4418,karla.eldredge@vigoschool.org,
"Wabash County, MSD of",Lafontaine Methodist Church,Wabash,2 West Kendall Street,LaFontaine,46940,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
"Wabash County, MSD of",Lagro United Methodist Church,Wabash,1100 Main Street,Lagro,46941,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
Manchester Community Schools,Manchester Intermediate,Wabash,20 W Woodring Rd,Laketon,46943,3/17/2020,5/1/2020,Brk Sup,MTWRF,04:00 PM to 05:30 PM,(260) 982-7518,jo_montel@mcs.k12.in.us,
Manchester Community Schools,Liberty Mills Park,Wabash,Liberty Mills Park,46962,46946,3/17/2020,4/25/2020,Brk Sup,MTWRF,04:00 PM to 04:20 PM,(260) 982-7518,ulonda_burdette@mcs.k12.in.us,
Manchester Community Schools,Manchester Elementary School,Wabash,301 River Rd,North Manchester,46962,3/17/2020,5/1/2020,Brk Sup,MTWRF,04:00 PM to 05:00 PM,(260) 982-7518,carol_miller@mcs.k12.in.us,
Manchester Community Schools,Manchester High School,Wabash,1 Squire Drive,North Manchester,46962,3/17/2020,5/1/2020,Brk Sup,MTWRF,04:00 PM to 05:30 PM,(260) 982-7518,peggy_selleck@mcs.k12.in.us,
Manchester Community Schools,Servia Park,Wabash,Servia,Servia,46962,3/17/2020,5/1/2020,Brk Sup,MTWRF,04:45 PM to 05:05 PM,(260) 982-7518,ulonda_burdette@mcs.k12.in.us,
"Wabash County, MSD of",Roann Paw Paw Public Library,Wabash,240 S Chippewa Street,Roann,46974,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
Manchester Community Schools,Disko,Wabash,39 E Main,Disko,46982,3/17/2020,5/1/2020,Brk Sup,MTWRF,04:00 PM to 06:00 PM,(260) 982-7518,ulonda_burdette@mcs.k12.in.us,
"Wabash County, MSD of",Somerset,Wabash,1 Shopping Center Road,Somerset,46984,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
"Wabash County, MSD of",Urbana Yoke Parish Church,Wabash,122 IN State Road 13,Urbana,46990,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
Wabash City Schools,Wabash Middle School,Wabash,150 Colerain St.,Wabash,46992,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 12:45 PM,(260) 272-0960,,
"Wabash County, MSD of",Friends Church,Wabash,3563 S State Road 13,Wabash,46992,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
"Wabash County, MSD of",Meadowbrook Apartment,Wabash,1289 Meadowbrook Lane,Wabash,46992,3/25/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
"Wabash County, MSD of",Metro North Elementary,Wabash,3844 W 200 N,Wabash,46992,3/16/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
"Wabash County, MSD of",Southwood Jr.-Sr. High School,Wabash,564 E SR 124,Wabash,46992,3/16/2020,4/30/2020,Brk Lun,MW,11:30 AM to 12:30 PM,(260) 563-8050,bradleyb@msdwc.k12.in.us,School Webpage with Meal Info
MSD of Warren County,Warren Central Elementary School,Warren,1222 S. St. Rd. 263,West Lebanon,47991,3/30/2020,5/1/2020,Brk Lun,MTWRF,10:30 AM to 11:00 AM,(765) 893-4445,,
MSD of Warren County,Williamsport Elementary School,Warren,206 E. Monroe St.,Williampsort,47993,3/30/2020,5/1/2020,Brk Lun,MTWRF,10:30 AM to 11:00 AM,(765) 585-2979,teades@msdwarco.k12.in.us,
Warrick County School Corp,Boonville High School,Warrick,300 N 1st St,Boonville,47601,3/16/2020,5/20/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(812) 897-4701,mchapman@warrick.k12.in.us,
Warrick County School Corp,Oakdale Elementary School,Warrick,802 S 8th St,Boonville,47601,3/16/2020,5/20/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(812) 897-3710,blowe@warrick.k12.in.us,
Warrick County School Corp,Chandler Elementary School,Warrick,401 S Jaycee St.,Chandler,47610,3/16/2020,5/20/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(812) 925-6021,,
Warrick County School Corp,Sharon Elementary School,Warrick,7300 Sharon Rd,Newburgh,47630,3/16/2020,5/20/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(812) 853-3349,cwagner@warrick.k12.in.us,
East Washington School Corp,East Washington Elem. School,Washington,1020 N Eastern School Road,Pekin,47165,3/30/2020,5/23/2020,Brk Lun,TR,11:00 AM to 12:00 PM,(812) 967-3931,,
East Washington School Corp,Eastern Sr. High School,Washington,1100 N Eastern School Road,Pekin,47165,3/30/2020,4/30/2020,Brk Lun,TR,11:30 AM to 12:30 PM,(812) 967-3931,jmills@ewsc.k12.in.us,
West Washington School Corp,West Washington Elementary School,Washington,8030 West Batt Road,Campbellsburg,47108-8559,3/30/2020,5/1/2020,Brk Lun,MWF,9:00 AM to 10:00 AM,(812) 755-4637,muchlerj@wwcs.k12.in.us,School Webpage with Meal Info
Salem Community Schools,Bradie Shrum Elementary Sch,Washington,1101 N Shelby Street,Salem,47167-1678,3/30/2020,5/21/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 883-3700,klibka@salemschools.com,School Webpage with Meal Info
Centerville-Abington Community Schools,Centerville Christian Church,Wayne,106 E Main Street,Centerville,47330,3/25/2020,5/22/2020,Brk Lun,W,4:00 PM to 6:00 PM,(765) 855-3481,tscalzo@centerville.k12.in.us,School Webpage with Meal Info
Nettle Creek School Corp,Hagerstown Elementary,Wayne,299 North Sycamore Street,Hagerstown,47346,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(765) 465-8535,kelli.bush@compass-usa.com,School Webpage with Meal Info
Nettle Creek School Corp,Hagerstown Jr/Sr High School,Wayne,700 Baker Road,Hagerstown,47346,3/16/2020,4/10/2020,Lun,Contact school for more information,Contact school for more information,(765) 465-8535,kelli.bush@compass-usa.com,School Webpage with Meal Info
Richmond Community Schools,Charles Elementary,Wayne,2400 Reeveston Road,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,vkanke@rcs.k12.in.us,
Richmond Community Schools,Community Youth Services,Wayne,315 NW 3rd Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,rdye@rcs.k12.in.us,
Richmond Community Schools,Crestdale Elementary,Wayne,701 Crestdale Lane,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,dnarcisse@rcs.k12.in.us,
Richmond Community Schools,Dennis Intermediate School,Wayne,222 NW 7th Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,jshaw@rcs.k12.in.us,
Richmond Community Schools,Fairview Elementary,Wayne,60 NW L Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,agness@rcs.k12.in.us,
Richmond Community Schools,Hibberd Middle School,Wayne,900 S L Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,,
Richmond Community Schools,Starr Academy,Wayne,301 N. 19th Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,swillett@rcs.k12.in.us,
Richmond Community Schools,Test Intermediate School,Wayne,33 S. 22nd Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,sharrison@rcs.k12.in.us,
Richmond Community Schools,Vaile Elementary School,Wayne,300 S. 14th Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,cfocht@rcs.k12.in.us,
Richmond Community Schools,Westview Elementary,Wayne,1707 SW A Street,Richmond,47374,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,tseger@rcs.k12.in.us,
Richmond Community Schools,Richmond Senior High School,Wayne,380 Hub Etchison Parkway,Richmond,47374-5339,3/16/2020,5/1/2020,Brk Lun ,MTWRF,10:00 AM to 10:30 AM,(765) 973-3310,sheilae@rcs.k12.in.us,
Bluffton-Harrison MSD,Bluffton-Harrison Elementary Schl,Wells,1100 East Spring Street,Bluffton,46714-2814,3/30/2020,5/28/2020,Lun,MTWRF,10:50 AM to 12:50 PM,(260) 824-0333,jborror@bhmsd.org,
Southern Wells Community Schools,Southern Wells Elementary School,Wells,9120 South 300 West,Poneto,46781-9713,3/18/2020,5/22/2020,Brk Lun,M,10:00 AM to 12:00 PM,(765) 728-5537,cmossburg@swraiders.com,School Webpage with Meal Info
Twin Lakes School Corporation,Roosevelt Middle School,White,721 West Broadway Street,Monticello,47960,3/18/2020,6/26/2020,Brk Lun,MTWRF,02:00 PM to 04:00 PM,(574) 808-0408,JCraig@twinlakes.k12.in.us,
Tri-County School Corporation,Tri-County Intermediate School,White,200 West North Street,Wolcott,47995,3/17/2020,4/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(219) 279-2105,frantzc@trico.k12.in.us,School Webpage with Meal Info
